evaluation_sample,comparison_id,candidate_id,reference_id,block_id,experiment_arm,primary_atomic,evaluation_checkpoint,metric,better_direction,paired_months,mean_candidate_minus_reference,median_candidate_minus_reference,bootstrap_lower,bootstrap_upper,bootstrap_probability_candidate_better,mean_block_benefit,block_benefit_lower,block_benefit_upper,bootstrap_probability_block_beneficial,centered_two_sided_p_value,block_length_months,calendar_segments,replications,random_seed,candidate_publication_role,reference_publication_role
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,after_midmonth_defining_releases,score_center_negative_log_predictive_density,lower,180,-0.03441519664640925,-0.007864213519024887,-0.10266962811241973,0.026351161911185333,0.8472,0.03441519664640925,-0.026351161911185333,0.10266962811241973,0.8472,0.3059388122375525,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,after_midmonth_defining_releases,score_center_negative_log_predictive_density,lower,180,-2.341395638134222,-2.240487921027469,-2.521504761103909,-2.152497388562464,1.0,2.341395638134222,2.152497388562464,2.521504761103909,1.0,0.0001999600079984003,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,after_midmonth_defining_releases,score_center_negative_log_predictive_density,lower,180,-3.039540750558271e-06,0.0,-9.118622251674813e-06,0.0,0.6892,3.039540750558271e-06,-0.0,9.118622251674813e-06,0.6892,0.5222955408918216,12,2,5000,20260722,sensitivity,baseline
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,before_any_defining_release,hard_quadrant_correct,higher,180,0.016666666666666666,0.0,-0.011111111111111112,0.044444444444444446,0.8262,0.016666666666666666,-0.011111111111111112,0.044444444444444446,0.8262,0.25934813037392523,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,before_any_defining_release,hard_quadrant_correct,higher,180,0.005555555555555556,0.0,0.0,0.016666666666666666,0.663,0.005555555555555556,0.0,0.016666666666666666,0.663,0.2561487702459508,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,before_any_defining_release,hard_quadrant_correct,higher,180,0.016666666666666666,0.0,-0.022222222222222223,0.06111111111111111,0.7514,0.016666666666666666,-0.022222222222222223,0.06111111111111111,0.7514,0.40851829634073183,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,before_any_defining_release,hard_quadrant_correct,higher,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,2,5000,20260722,sensitivity,baseline
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,180,-7.671973841266151e-05,0.0,-0.0014753307361456693,0.000961648692305521,0.5132,7.671973841266151e-05,-0.0009616486923055212,0.0014753307361456665,0.5132,0.9088182363527294,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,180,-0.00011974205718747042,0.0,-0.0003848005618724647,3.4895334360204485e-05,0.7782,0.00011974205718747042,-3.489533436020449e-05,0.00038480056187246465,0.7782,0.4189162167566487,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,180,0.0008493152215584579,0.0,-0.0015238659437614493,0.0032976634297830986,0.2448,-0.0008493152215584579,-0.0032976634297831003,0.0015238659437614482,0.2448,0.48830233953209357,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,before_any_defining_release,quadrant_brier_distance_to_exact_score_map,lower,180,-1.4222740949233565e-06,0.0,-4.26682228477007e-06,0.0,0.6674,1.4222740949233565e-06,-0.0,4.26682228477007e-06,0.6674,0.26514697060587883,12,2,5000,20260722,sensitivity,baseline
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,180,-0.0013055245654543092,0.0,-0.00467325368055086,0.0010918369110756285,0.7508,0.0013055245654543092,-0.0010918369110756295,0.004673253680550855,0.7508,0.4475104979004199,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,180,-0.0002441625533013494,0.0,-0.000775019989075623,6.783003401294171e-05,0.784,0.0002441625533013494,-6.783003401294175e-05,0.000775019989075623,0.784,0.40931813637272546,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,180,0.00040021221559674396,0.0,-0.004769025202185076,0.005362379437496235,0.441,-0.00040021221559674396,-0.005362379437496235,0.004769025202185076,0.441,0.8822235552889423,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,before_any_defining_release,quadrant_cross_entropy_to_exact_score_map,lower,180,-2.670520971812282e-06,0.0,-8.011562915436847e-06,0.0,0.6584,2.670520971812282e-06,-0.0,8.011562915436847e-06,0.6584,0.4423115376924615,12,2,5000,20260722,sensitivity,baseline
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,before_any_defining_release,score_center_negative_log_predictive_density,lower,180,-0.020301959282172304,-4.440892098500626e-16,-0.025260041939589594,-0.015920816990981745,1.0,0.020301959282172304,0.015920816990981742,0.025260041939589587,1.0,0.0001999600079984003,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,before_any_defining_release,score_center_negative_log_predictive_density,lower,180,-0.0009555983697737407,0.0,-0.0029002734920381378,0.00013170251102514403,0.8282,0.0009555983697737407,-0.00013170251102514422,0.0029002734920381378,0.8282,0.3207358528294341,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,before_any_defining_release,score_center_negative_log_predictive_density,lower,180,-0.02101684131720682,-6.661338147750939e-16,-0.033886773480508774,-0.008743992438267444,0.9994,0.02101684131720682,0.008743992438267442,0.03388677348050877,0.9994,0.0015996800639872025,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,before_any_defining_release,score_center_negative_log_predictive_density,lower,180,-6.013189093422177e-07,0.0,-1.803956728026653e-06,0.0,0.6762,6.013189093422177e-07,-0.0,1.803956728026653e-06,0.6762,0.26854629074185166,12,2,5000,20260722,sensitivity,baseline
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,strict_pre_final_score_day,hard_quadrant_correct,higher,180,-0.08888888888888889,0.0,-0.12777777777777777,-0.05,0.0,-0.08888888888888889,-0.12777777777777777,-0.05,0.0,0.0001999600079984003,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,strict_pre_final_score_day,hard_quadrant_correct,higher,180,-0.022222222222222223,0.0,-0.05555555555555555,0.011111111111111112,0.085,-0.022222222222222223,-0.05555555555555555,0.011111111111111112,0.085,0.22575484903019397,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,strict_pre_final_score_day,hard_quadrant_correct,higher,180,0.38333333333333336,0.0,0.31666666666666665,0.45,1.0,0.38333333333333336,0.31666666666666665,0.45,1.0,0.0001999600079984003,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,strict_pre_final_score_day,hard_quadrant_correct,higher,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,2,5000,20260722,sensitivity,baseline
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,strict_pre_final_score_day,quadrant_brier_distance_to_exact_score_map,lower,180,-0.00030028332126206744,-0.0002583857490501475,-0.0025655674332948886,0.002125791136725349,0.6034,0.00030028332126206744,-0.0021257911367253495,0.002565567433294888,0.6034,0.8038392321535693,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,strict_pre_final_score_day,quadrant_brier_distance_to_exact_score_map,lower,180,-0.0012234866984423176,-9.6524197125223e-05,-0.0033119313926080274,0.0007807283035215752,0.8762,0.0012234866984423176,-0.0007807283035215762,0.0033119313926080265,0.8762,0.244751049790042,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,strict_pre_final_score_day,quadrant_brier_distance_to_exact_score_map,lower,180,-0.11178390011840916,-0.06077594841803067,-0.13257120763897293,-0.09231724106950565,1.0,0.11178390011840916,0.09231724106950565,0.13257120763897293,1.0,0.0001999600079984003,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,strict_pre_final_score_day,quadrant_brier_distance_to_exact_score_map,lower,180,-4.6120502300090986e-07,0.0,-1.3836150690027295e-06,0.0,0.6962,4.6120502300090986e-07,-0.0,1.3836150690027295e-06,0.6962,0.5344931013797241,12,2,5000,20260722,sensitivity,baseline
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,180,-0.0023047910070668246,-0.0007272497375730991,-0.0067730677254615144,0.003048517514911239,0.8144,0.0023047910070668246,-0.0030485175149112427,0.006773067725461514,0.8144,0.3769246150769846,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__student_t_7_combined,student_t_7_reduced_core,student_t_7_combined,evidence_graph_revision,current_baseline_vs_frozen_predecessor,False,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,180,-0.004224097119740766,-0.00024309911107717186,-0.008749760089895127,0.0005511424701847505,0.9568,0.004224097119740766,-0.0005511424701847519,0.008749760089895125,0.9568,0.07698460307938412,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__transition_only,student_t_7_reduced_core,transition_only,complete_reduced_core,current_baseline_vs_transition_only,False,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,180,-0.23024496451408105,-0.13214128467860298,-0.2728478780171665,-0.1890022938803098,1.0,0.23024496451408105,0.18900229388030979,0.2728478780171665,1.0,0.0001999600079984003,12,2,5000,20260722,baseline,major_benchmark
excluding_2020_03_through_2020_05,student_t_7_reduced_core_with_expectations__vs__student_t_7_reduced_core,student_t_7_reduced_core_with_expectations,student_t_7_reduced_core,inflation_expectations,add_one,True,strict_pre_final_score_day,quadrant_cross_entropy_to_exact_score_map,lower,180,-1.0606610413213227e-06,0.0,-3.181983123963968e-06,0.0,0.6882,1.0606610413213227e-06,-0.0,3.181983123963968e-06,0.6882,0.3857228554289142,12,2,5000,20260722,sensitivity,baseline
excluding_2020_03_through_2020_05,student_t_7_reduced_core__vs__partial_only,student_t_7_reduced_core,partial_only,non_defining_reduced_core,current_baseline_vs_partial_only,False,strict_pre_final_score_day,score_center_negative_log_predictive_density,lower,180,-0.10267918236317991,-0.040173197667258354,-0.16275683904504076,-0.04189745903734515,1.0,0.10267918236317991,0.04189745903734515,0.16275683904504074,1.0,0.0009998000399920016,12,2,5000,20260722,baseline,major_benchmark
